id,name,agentDefaultGrp,agentType,agentSprite,race,skin,width,height,faction,passiveId,unitclass,Lv,HP,SP,AD,AP,AR,MR,HIT,EVA,Crit,MS,WILL,MainWeapon,WEPvariations,Shield,SHDvariations,Armor,AMRvariations,Helmet,HELvariations,Accessory,ACCvariations,SubWeapon,SubWEPvariations,ReserveSetL,?,ActiveSkill:0,ActiveSkill:1,ActiveSkill:2,ActiveSkill:3,PassiveSkill,Perks1,Perks2,Perks3,Perks4,motionFlags,objFlags,AABits,ExtraSettingEv,ExtraParts,Hpreg,Spreg,AS,MoveTypeBits,AArangeMax,AArangeMin,AAframe,AAcost,AAFunction,reserve,AtkTime,AAarmorEff,AAarmorPen,AAeffect,,AIFlag,spriteOffset_x,spriteOffset_y,,,,,,,,train_speed,food,wood,stone,gold,iconsprite,spawnsound,ex_spawn_cev,Description,Lore,,,*/
sushi_ronin,Ork Ronin,11,4,401,2,0,12,12,FAC_sushi,0,0,5,60,25,1,0,0,0,22,-1,0,15,30,WEP_Headchoppa|WEP_Kanabo,-1,0|SHD_Round_Shield|SHD_Round_Shield,-1,AMR_Leather_Armor,-1,0,1,0,-1,0,0,0,0,0,0,1241,,,5|2,9|10,,,1|2|6|14|15,0,0,313,,,,,,,,,,,,,,,,,,0,0,,,,,,,,235,30,,,15,1,,317,A young man of the Orc tribe who is not yet recognized as a warrior. ^He has a unique high performance as a shield soldier who comes out from the beginning. ^On occasion$; he does not bring a shield.,,,,
sushi_wolfrider,Goblin Ookami-nori,15,3,0,1,0,10,11,FAC_sushi,0,2,5,75,28,8,0,30,0,30,8,0,15,30,WEP_Short_Spear,-1,SHD_Round_Shield,-1,0,-1,HEL_Iron_Helm|0|0,-1,ACC_Goblin_Wolf,-1,0,0,0,0,0,,1254,,,7|8|13|14,5|6|12,,,16|17|1|2|6,0,0,313,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,245,55,,,,13,,317,A goblin light cavalryman with tremendous swiftness and deployment speed. ^...As wolf cavalry$; this is the original$; and the Imperial Army only introduced wolf cavalry as scouts later. ^But sadly$; they are completely outclassed in terms of equipment. But they are superior in terms of speed and cost$; so let's overwhelm them with numbers.,,,,
sushi_boomer,Ork Boomer Ronin,11,4,402,2,0,12,12,FAC_sushi,0,0,7,280,45,5,20,0,0,27,-1,0,15,34,WEP_Headchoppa|WEP_Kanabo,-1,SHD_Round_Shield|SHD_Round_Shield|0,-1,AMR_Leather_Armor,-1,0,1,0,-1,0,0,0,0,0,0,1241,,,5|2,9|10,,,1|2|6|14|15,0,0,313,,,,,,,,,,,,,,,,,,0,0,,,,,,,,225,35,,,15,2,,317,Orc is still not recognized as a warrior even though he is old enough. ^He has a unique high performance for a shield soldier of this class. ^The problem lies in the fact that he cannot be upgraded any further.,,,,
sushi_khan,Steppe Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
rurik_bogatyr,Rurikian Bogatyr,27,3,1,0,443,10,12,FAC_rurik,16,2,20,1000,68,7,0,0,0,48,22,1,15,58,WEP_Bardiche,-1,0,-1,AMR_Northern_Heavy_Lamellar,-1,HEL_Rurikian_Elite_Helm,-1,ACC_War_Horse,-1,WEP_Hunting_Bow,-1,,-1,,1208,,1214,1231,1|2|3|9|12|18,1|2|3|4|7|19,6|7|11,0,16|17|1|2|6,12|15|16|23,15,0,0,10,,,,,,,,,,,,,,,,0,0,,,,,,,,40,800,,,600,38,,,"A valuable cavalry hero unit with an inspiring effect. He is the only cavalryman who can use ^""Adrenaline Rush"" and can be made to stand behind as a bow cavalryman by switching ^R skills. ^If you don't let them die in vain$; they will show their lion's share of success. ^I heard that he has some other hidden abilities. ^... Bogatyr means ""epic hero. They are the heroes of the North.",,,,
rurik_druzhina,Druzhina Guard Cavalry,27,3,1,0,443,10,12,FAC_rurik,0,2,15,600,58,8,0,0,0,38,12,1,10,47,WEP_Battle_Axe|WEP_Bardiche,-1,SHD_Kite_Shield,-1,AMR_Lamellar_Hauberk|AMR_Boiled_Leather_Mail,-1,HEL_Coifed_Northern_Conical|HEL_Conic_Full_Helm,-1,ACC_War_Horse,-1,0,-1,,-1,,,,,,1|2|3|20|18,1|2|3|4|7,6|7|11,0,16|17|1|2|6,12|15|16,0,0,0,5,,,,,,,,,,,,,,,,0,0,,,,,,,,82,120,,,100,19,,,They are heavy cavalrymen who are very strong in head-on fistfights. ^In a word$; they are mounted varyag. They are Bogatyri's companions. ^...In late antiquity$; when the size of the garrison army$; the Imperial Legion$; had shrunk considerably$; and ^ prompt relief by the Imperial Army was not so promising$; defense was a matter of life and death for the cities located on the periphery. ^ The Luricia region was no exception$; and the immigrated northerners were heavily employed as the SS of the leadership. After the southward advance of the Imperial Army$; they fought not only against the greenskins from the east$; but also against the Imperial Army$; which was trying to prevent the independence of the cities on the periphery of the region.,,,,
rurik_variag,Variag,0,3,1,0,443,10,12,FAC_rurik,2,0,13,560,73,8,0,0,0,38,20,1,28,45,WEP_Vikingaxe,-1,SHD_Heavy_Round_Shield,-1,AMR_Northern_Heavy_Lamellar,-1,HEL_Conic_Full_Helm,-1,0,-1,0,-1,0,-1,1201,1208,0,0,0,1|2|3|9|18,1|3|4|7|19,11,0,16|17|1|2|6,12|15|16,0,0,0,5,,,,,,,,,,,,,,,,0,0,,,,,,,,102,140,,,110,4,,318,A heavily-armed shield-carrying infantryman who can also attack at long range with his axe-throwing skills. ^He is very powerful$; but he is slow to appear even though he is an infantryman. ^Mild version of JOMSVIKING.^...In the late Empire$; northerners traveled up the rivers to various regions outside the western continent. ^Some of them settled in the continental East. ^Unlike their behavior in the west$; in the eastern regions they acted mainly as merchants and mercenaries. ^ The northerners who settled on the continent on their own in this way were called ^varyag by the local people$; and often used their prowess to gain power and wealth.,,,,
rurik_champion,Rurikian Elite Infantry,11,3,1,0,443,10,12,FAC_rurik,0,0,10,400,53,5,0,0,0,25,10,0,18,38,WEP_Throwing_Axe,-1,SHD_Heavy_Round_Shield,2,AMR_Lamellar_Hauberk|AMR_Boiled_Leather_Mail,-1,HEL_Viking_Helm|HEL_Coifed_Conical|HEL_Northern_Conical|HEL_Coifed_Northern_Conical,-1,0,-1,WEP_Battle_Axe,0,0,0,0,0,0,0,0,1|2|3|11|14,3|5|6|7|8|9|10|11|12,0,0,16|17|1|2|6,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,195,50,,,25,4,,,The most elite shield-carrying warriors of Lurikia. The quality of the heavy armor he wears is extremely high$; and is no less than that of the heavy infantry of the empire. ^This performance infantry at this cost is$; simply put$; a threat.,,,,
rurik_woodsman,Rurikian Woodsman,12,3,1,0,443,10,12,FAC_rurik,0,0,3,50,5,0,0,0,0,10,0,0,0,7,WEP_Lumber_Axe,-1,0,,AMR_Linen_Tunic|AMR_Linen_Tunic|AMR_Linen_Tunic,-1,0|HEL_Leather_Hat|HEL_Headscarf,-1,,,,,,,,,,,,0,7,0,0,16|17|1|2|6,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,255,25,15,,,5,,,A soldier who has just called in the lumberjacks. ^He can make ranged attacks with his great axe$; but do not expect too much since he is half civilian.,,,,
rurik_longaxeman,Rurikian Linebreaker,12,3,1,0,443,10,12,FAC_rurik,0,0,6,90,25,0,0,0,0,19,0,0,15,32,WEP_Long_Axe,-1,0,,AMR_Linen_Tunic|AMR_Linen_Tunic|AMR_Cloth_Armor,-1,HEL_Headscarf,-1,,,,,,,,1208,,,,0,7,0,0,16|17|1|2|6,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,240,35,15,,,6,,,A soldier who wields a two-handed long axe to cut through enemy lines. Thanks to the ^long axe$; he can hit the enemy even from the rear. The ^armor has not changed much.,,,,
rurik_berzerker,Rurikian Berzerker,12,3,1,0,443,10,12,FAC_rurik,0,0,9,200,40,5,0,0,0,26,5,1,18,38,WEP_Great_Axe,,,,AMR_Leather_Armor|AMR_Mail_Shirt|AMR_Padded_Leather|AMR_Mail_Shirt,,HEL_Bear_Headpiece,,,,,,,,,1208,,,,6|8|9|20|17,1|2|3|4|7|19,,,16|17|1|2|6,16|15,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,215,50,25,,,7,,,A mad warrior wielding a great axe. ^The mild version of Nord Berserk. ^He is still firepower-heavy$; but he is faster than the top units$; so depending on your tactics$; you may want to stop his evolution here.,,,,
rurik_chosen,Rurikian Chosen,12,3,1,0,443,10,12,FAC_rurik,0,0,11,310,50,8,0,0,0,28,6,1,25,40,WEP_Bardiche,,,,AMR_Lamellar_Harness|AMR_Lamellar_Armor|AMR_Cloaked_Hauberk,-1,HEL_Viking_Helm|HEL_Northern_Conical,,ACC_Leather_Gloves|0,,,,,,,1208,,,,2|6|8|9|20|17,1|2|3|4|7|19,,,16|17|1|2|6,16|15,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,200,50,35,,,8,,,The two-handed soldiers of Rurikia$; who finally wear proper armor. ^They literally cut through enemy lines with their bardiches$; which can engulf even the rear ranks.,,,,
rurik_vet_inf,Rurikian Veteran,11,3,1,0,443,10,11,FAC_rurik,0,0,8,290,43,2,0,0,0,22,7,0,8,33,WEP_Throwing_Axe|WEP_Javelin,-1,SHD_Heavy_Round_Shield,-1,AMR_Cloaked_Hauberk|AMR_Lamellar_Armor,-1,HEL_Coifed_Conical|HEL_Northern_Conical,-1,0,-1,WEP_Handaxe|WEP_Spatha,0,0,0,0,0,0,0,0,1|2|11|14,5|6|7|8|9|10|11|12,0,0,16|17|1|2|6,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,215,40,,,20,3,,,The old veteran soldiers of Lurikia. ^He has a very good cost performance.,,,,
rurik_archer,Rurikian Hunter,13,3,1,0,443,10,11,FAC_rurik,0,1,5,0,10,0,0,0,0,18,0,0,12,20,WEP_Hunting_Bow,-1,0,-1,AMR_Leather_Armor|AMR_Cloth_Armor|AMR_Cloth_Armor,-1,HEL_Leather_Hat|HEL_Kilted_Cap,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,16|17|1|2|6,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,225,,30,,15,9,,,The hunter of Luricia. ^He is now able to aim properly to some extent.,,,,
rurik_banner,Rurikian Bannerman,11,3,1,0,443,11,12,FAC_rurik,24,0,11,450,35,20,0,0,0,26,8,0,10,50,WEP_Rurikian_Banner,-1,0,-1,AMR_Lamellar_Harness,-1,HEL_Coifed_Northern_Conical,-1,0,-1,0,0,0,0,0,0,0,0,0,2|11|14|12,5|6,17,0,1|2|14|15,15,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,110,30,0,0,120,42,,,"He has a flag that gives the buff effect ""inspiration"" to surrounding friendly units just by being there. ^The ""Koumai"" not only has a buff effect$; but also has the ability to recover from defeat when it is given. ^This unit is essential for VERY HARD or higher.",,,,
rurik_mage,Ice Mage,0,1,141,0,440,11,11,FAC_rurik,0,3,7,70,25,0,50,15,15,0,3,0,19,30,0,0,0,0,AMR_Leather_Lamellar,0,0,0,0,0,0,0,0,0,1274,,,,0,11,,,,1|2|10,,,0,,,,52,8,135000,0,2,14,1274,,,,,,,,0,0,,,,,,,,160,45,,,45,58,magic1,,A wizard who shoots cold arrows that have the effect of slowing down the opponent's movement speed. ^They increase mobility on snow$; but they move in a unique way.,,,,
rurik_frotri,Frozen Slinger,0,4,142,3,440,11,11,FAC_rurik,0,3,14,500,42,0,88,25,0,25,8,0,35,40,WEP_Oblivion_Torch,0,0,0,AMR_Cloth_Armor,,HEL_Wing_Hat,,,,WEP_Einherjar,,,,,,1254,1214,0,4|6|7|8|19,2|3|5|16,17,,1|2|10,15|23,,,,5,12,0,16,0,0,0,0,0,,,,,,,,0,0,,,,,,,,30,250,,,600,62,magic1,,A werewolf mercenary who uses cold magic to spread debuffs over a wide area and DPS-oriented shooting. ^He moves faster on snow. ^He is also capable of pulling shots with his skills on his own. ^But considering the cost$; it will be hard to get a number of them.,,,,
rurik_witch,Granddaughter of Baba Yaga,0,1,143,0,,,,FAC_rurik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
imperial_student,Imperial Scholae Student,0,1,144,0,440,10,11,FAC_imperial,0,3,5,35,25,0,52,10,10,0,4,0,13,24,WEP_Fire_Wand|WEP_Wind_Wand|WEP_Dark_Wand|WEP_Lightning_Wand,0,0,0,AMR_Cloth_Armor,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,1|2|10,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,160,30,,,45,57,magic1,,A half-human wizard who uses random attribute magic. ^... It is quite a bad situation to put apprentices who have not yet completed the regular process ^ on the front line. ......^ Since the loan system has been changed back to a benefit system regarding funds during the apprenticeship period$; the cost is not cheap.,,,,
imperial_goeteia,Imperial Goeteia,0,1,145,-1,0,10,11,FAC_imperial,0,3,9,620,113,0,62,33,40,64,8,0,120,58,WEP_Rhomphaia,0,0,0,AMR_Cloth_Armor,0,0,0,0,0,0,0,0,0,,1272,1293,,0,4|6,2|4|19,17,,1|2|10,,,,,,10,,1,,,,,,,,,,,,,0,0,,,,,,,,100,50,,,60,58,,,A demon warrior who draws his opponent with magic and reaps him with a scythe. ^... The fighting style of using a huge two-handed warscythe ^would be preserved for a long time among the demon tribes living in the Eastern realm even in later times. ^He$; however$; is at a loss to answer which part of the world is actually dark.,,,,
imperial_elite_mage,Imperial Scholae Palatine High Wizard,0,1,146,0,441,10,12,FAC_imperial,0,3,18,500,155,0,180,0,180,0,-3,0,15,38,0,0,0,0,AMR_Scholae_Robe,0,HEL_Circlet,0,ACC_Power_Bangle|ACC_Snipers_Eye|ACC_Amulet,0,0,0,0,0,1229,1229,1232,1293,,4|6|7|11|12|18|19,18,11|17,,1|2,15,0,0,0,,,52,,140000,0,2,12,1267,,,,,,,,0,0,,,,,,,,30,350,,,1000,60,magic2,,"A super-elite magician in the service of the central imperial authority. ^He has unbelievable magical power$; but it costs a tremendous amount of money to operate. ^He is not a hero unit despite this cost. ^... ^A talented sorcerer like them$; trained in publicly funded educational institutions$; ^was an extremely important factor in the domination of the empire. In the late antiquity$; when the ""elf flu"" spread$; a pandemic disease in which magic power was a risk factor for serious illnesses$; ^ they were rarely seen in actual practice$; and the gap between the field and the leadership was further widening. ^ They still often boast about their test scores from their time at the institute. ^The only way for them to relieve their stress in the midst of their abnormally hard work is to brag about their rank and the scores they got in the past. When they boast about their scores$; I just say to them$; ""That's great!",,,,
imperial_skeleton_worker,Colonus Sceletum,0,3,129,5,0,10,11,FAC_imperial,0,9,1,0,0,,0,0,0,0,0,0,0,0,,,,,AMR_Imperial_Tunic,,,,,,,,,,,,,,,,,,,1|2|6|16|17,13|9|6,,279,,,,,,,,,,,,,,,,,,0,0,,,,,,,,246,0,25,0,5,48,cursor21,,"Workers who have become nothing but bones. They work without saying a word$; so their resource harvesting efficiency is high$; but they are not suited for construction work. ^...Of course$; they were once human beings. ^There are two types of immortal skeletons and demon-style bone golems$; ^and although they are strictly speaking different$; they are confused in the empire. ^ In the empire$; the use of human corpses was customarily frowned upon. ^However$; in late antiquity$; as the birthrate declined and the slave labor force was depleted$; ^landowners gradually began to put ""these"" to work on their plantations alongside poor peasants. Although many of the citizens of the empire questioned this$; it was an undeniable fact that it was these ""kore"" who supported their livelihoods. In the late Empire$; when the gap between the rich and the poor was widening$; slaves and the poor had to work even to death. ^The secret is that they work quite lively in spite of the setting.",,,,
imperial_townsman,Colonus Peasant,0,9,70|1071|6072|6072,0,441,10,11,FAC_imperial,0,9,1,0,0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,10,,,278,,,,,,,,,,,,,,,,,,0,0,,,,,,,,242,40,0,0,0,0,cursor21,,Human workers. Slaves and the poor in the imperial territory. ^They are just a little slower than the townspeople of other forces.,,,,
rurik_maid,Kikimora,0,1,149,3,0,10,11,FAC_rurik,25,4,1,0,0,0,0,0,0,0,0,0,13,12,,,,,,,,,,,,,,,1232,,,,1240,,,,,2|3|10,0,0,,,,,,16,134000,100000,,,1899,,,,,,,,0,0,,,,,,,,185,,,,65,27,,,A healing chemomade yokai that heals the units around it. ^It has almost the same performance as the Maidragon$; but it is a little faster on the snow.,,,,
sushi_destroyer,Steppe Destroyer,15,3,0,0,441,11,12,FAC_sushi,0,2,9,314,25,2,0,0,0,32,8,0,22,34,WEP_Heat_Jundao,,SHD_Round_Shield,-1,AMR_Plated_Leather_Lamellar,,HEL_Steppe_Helm,,ACC_Steppe_Horse,,,,,,,,,,,2|10|11|13|9,5|6,6|7,,1|2|6|16|17,15,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,165,60,,,55,15,,,A cavalryman who wields a sword covered in flames. ^He has an attack bonus against buildings and siege weapons. ^They are a good midshipman$; but their cost is slightly high. ^Unlike some continent$; he does not fire rockets from his bow.,,,,
sushi_lancer,Steppe Lancer,16,3,0,0,441,11,12,FAC_sushi,0,2,7,300,25,2,0,0,0,30,6,0,24,30,WEP_Steppe_Lance,,SHD_Round_Shield,-1,AMR_Leather_Lamellar,,HEL_Steppe_Helm,,ACC_Steppe_Horse,,,,,,,,,,,0,6,6|7,,1|2|6|16|17,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,180,70,30,,,17,,,A steppe cavalryman with lance-charging capability. ^She is quick but fragile. ^He also has a shield$; so it is not impossible for him to fight a fistfight.,,,,
sushi_horse_archer,Steppe Horse Archer,17,3,0,0,441,11,12,FAC_sushi,0,2,7,200,20,0,0,0,0,28,3,0,22,26,WEP_Compound_Bow,,0,-1,AMR_Leather_Lamellar,,HEL_Steppe_Helm,,ACC_Steppe_Horse,,,,,,,,,,,0,15,6|7|8|9,,1|2|6|16|17,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,165,,40,,60,20,,,A step bow cavalryman. ^A great bow cavalryman that comes out in Sushi without research and automatically pulls and fires when instructed to scatter. ^On the other hand$; his defense is low.,,,,
sushi_heavy_lancer,Steppe Heavy Lancer,16,3,0,0,441,11,12,FAC_sushi,0,2,8,400,25,2,0,0,0,35,10,0,24,37,WEP_Steppe_Lance,,SHD_Round_Shield,-1,AMR_Steppe_Heavy_Armor,,HEL_Coifed_Steppe_Helm,,ACC_Steppe_Horse,,,,,,,,,,,7|10|2|11,6,6|7,,1|2|6|16|17,15,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,175,70,30,,,18,,,A step cavalryman with lance charging ability. ^He is fast and hard. ^In other words$; strong.,,,,
sushi_heavy_horse_archer,Steppe Heavy Horse Archer,17,3,0,0,441,11,12,FAC_sushi,0,2,8,315,20,0,0,0,0,34,6,0,25,33,WEP_Compound_Bow,,0,-1,AMR_Plated_Leather_Lamellar,,HEL_Coifed_Steppe_Helm,,ACC_Steppe_Horse,,,,,,,,,,,11,15,6|7|8|9,,1|2|6|16|17,15,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,165,,40,,60,21,,,A step bow cavalryman. ^Its impeccable. ^Although he can't shoot an imperial mamluk.,,,,
sushi_onimiko,Oni Miko,0,1,155,0,440,11,11,FAC_sushi,0,3,8,150,20,0,28,25,0,28,4,0,18,27,WEP_Onikiri,,,,AMR_Cloth_Armor,,0,0,0,0,0,0,0,0,,1206,,,,4|6|7|11|18|19,5,17,,1|2|10,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,150,50,,,45,57,,,A priestess who manipulates sword flashes and fire magic to block the use of her opponent's skills. ^... A priestess who serves in a temple in the Far East region$; and who has adopted the power of evil herself in order to hunt evil things. ^They say that no evil spirits of mountains and rivers are unafraid of their swords$; which seal out evil spirits. But I never heard of them being sent out on warfare. ......,,,,
sushi_flame,Flame-san,0,1,156,0,440,11,11,FAC_sushi,0,3,9,70,42,0,52,15,15,0,3,0,5,30,0,0,0,0,AMR_Cloth_Armor,0,HEL_Circlet,0,0,0,0,0,0,0,1206,1206,1232,,0,11,0,0,,1|2|10,,,313,,,,52,0,135000,0,2,14,1206,,,,,,,,0,0,,,,,,,,135,45,,,90,58,magic1,,A wizard who shoots flames incessantly. ^He moves slowly$; but his firepower is high. ^He also has a modest recovery ability.,,,,
sushi_fox,Yaohu,0,1,157,0,440,11,11,FAC_sushi,0,3,15,1380,180,0,150,50,80,0,5,0,10,35,0,,,,AMR_Cloth_Armor,0,HEL_Circlet,,,,,,,,1292,1293,1271,1284,,11|12,0,,,1|2|10|11,23,,,,,,52,1,135000,0,2,14,1206,,,,,,,,0,0,,,,,,,,48,200,,,750,61,magic2,,"A fox with enormous magical power. A hero unit with a terrifying skill that seduces enemies and turns them into allies. ^He hates the word ""echinococcus."" ^... The fox tribe once lived an elegant life in the cities of civilization that flourished on the great plains of the Far East$; taking advantage of their beauty and wits. In some lands$; there have been many bloody dynastic changes over the ages. But no matter what changes of fate occurred$; they always managed to slip into the upper echelons of the social hierarchy. ^ Even during the imperial invasion of the Far East$; some of the foxes attempted to seduce and rather subdue the imperial soldiers. ^ However$; what they turned on the people of the Far East and the foxes was not ^ respect for a different civilization or a passionate gaze at their beauty$; but ^ only a sharp and cold blade of magical metal.",,,,
poteton_king,Poteton Barbarian King,0,3,158,0,0,12,12,FAC_poteton,0,0,15,1300,100,15,0,30,0,38,5,1,65,70,WEP_Zweihander,-1,0,,AMR_Berserk_Harness,-1,HEL_Potetonic_War_Helm,-1,ACC_Power_Bangle,-1,0,0,0,0,0,1208,1241,,1231,2|5|7|9|11|12|14|17|20|4,7|1|2|3|4|5|19|18,1|3|11|16|17|20,0,1|2|6|16|17,15,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
poteton_linux,Little Sister of the Hero,0,4,159,0,440,11,11,FAC_poteton,0,0,12,400,150,5,50,0,40,49,70,0,10,60,WEP_Noble_Sword,,,,AMR_Cloth_Armor,0,HEL_Braves_Headscarf,,,,,,,,,,1254,,,4|6|7|8|11|12|14|19|20,2|4|5,,,1|2|14|15|10,23,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,50,450,,,0,49,,,I am the sister of the Hero. ^I am sorry for the trouble my Oni-chan has caused you.,,,,
160,marketdummy1f neverdeletethis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,150,,,,,,,,
161,marketdummy1w neverdeletethis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,150,,,,,,,,
162,marketdummy1s neverdeletethis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,200,,,,,,,,
163,marketdummy2f neverdeletethis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,100,,,,,,,,,,,
164,marketdummy2w neverdeletethis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,100,,,,,,,,,,
165,marketdummy2s neverdeletethis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,100,,,,,,,,,
166,marketdummyre neverdeletethis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,,,,,,,,
sushi_vet_ashigaru,Goblin Vet Ashigaru Boy,12,3,0,1,0,10,11,FAC_sushi,0,0,8,175,36,0,18,0,0,25,13,0,22,25,WEP_Sansa_Pike,-1,0,-1,AMR_Haramaki,-1,HEL_Zingasa|HEL_Zingasa|HEL_Samourai_Kabuto,-1,0,-1,0,0,0,0,0,1213,1254,0,,7|8|13|14,5|6|12,,,16|17|1|2|6,0,0,313,,,,,,,,,,,,,,,,,,0,0,,,,,,,,245,20,25,0,0,7,,317,A goblin with experience as a foot soldier.^ It seems like a waste of resources to upgrade them to Tier 3$; ^but they're a very subtle presence that can be used.,,,,
sushi_kensei,Swordmaster,0,4,168,0,440,11,11,FAC_sushi,0,0,12,180,56,2,30,10,0,65,60,0,20,35,WEP_Katana,,,,AMR_Cloth_Armor,,HEL_Zingasa,0,0,0,0,0,0,0,,,1254,,,4|6|11|19,1|2|3|4|5|10|19,1,,1|2|14|15|10,,14,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,142,55,,,125,67,,,"A lightly-armed sellsword that is strong against hero units.^She avoids melee attacks at a tremendous rate. ^ After the collapse of order in the Far East due to the empire's ""Eastern Conquest""$;^there appeared many vagabonds who relied solely on their swords.^ Naturally$; most of their fate were to fade away in battle field$; but some of them were strong enough to cut down hundreds of enemies and still survive.",,,,
sushi_khan_guard,Steppe Khans Guard,16,3,0,0,441,11,12,FAC_sushi,0,2,11,400,28,10,0,0,0,38,12,0,36,38,WEP_Steppe_Lance,,SHD_Round_Shield,-1,AMR_Steppe_Heavy_Armor,,HEL_Nomad_Fullhelm,,ACC_steppe_war_horse,,,,,,,,,,,2|3|7|11|10,6|15,6|7|8|9,,1|2|6|16|17,15,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,170,,50,,75,19,,,Extremely powerful shock cavalry. ^Undoubtedly the strongest of the regular cavalry units. ^... A convoy under the direct command of Khan. ^The nomads$; who excelled in cavalry tactics$; even defeated the imperial cataphracts with skillful disguised retreat tactics using the bow cavalry as a decoy.,,,,
rurik_inf,Rurikian Infantry,11,3,501,0,443,10,11,FAC_rurik,0,0,6,260,35,8,0,0,0,20,3,0,8,25,WEP_Javelin,-1,SHD_Round_Shield,-1,AMR_Chain_Mail|AMR_Hard_Leather|AMR_Mail_Hauberk,-1,HEL_Conical_Helm|HEL_Northern_Conical,-1,0,-1,WEP_Short_Sword,0,0,0,0,0,0,0,0,1|2,5,0,0,16|17|1|2|6,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,245,32,,,20,2,,,Rurikian shield-carrying infantry. ^Overall stronger than human infantry of the same rank. ^They have exactly the same performance as the northern army soldiers.,,,,
rurik_vet_archer,Rurikian Marksman,13,3,0,0,443,10,11,FAC_rurik,0,1,7,160,25,0,0,0,0,25,8,0,18,38,WEP_Hunting_Bow,-1,0,-1,AMR_Chain_Mail|AMR_Mail_Hauberk|AMR_Light_Scale,-1,HEL_Leather_Hat|HEL_Iron_Helm|HEL_Conical_Helm,-1,0,-1,WEP_Handaxe,0,0,0,1205,0,0,0,0,4|6|7|8|14,15,0,0,16|17|1|2|6,0,0,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,185,,30,,40,11,,,The trained archers of Luricia. ^He is not much of an archer$; but his strength is that he is sober and sturdy. ^Exactly the same performance as the Northern Selected Archers.,,,,
